Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1,1.2218487496163564
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2,0.9208187539523752
CN1C2CCC1[C@@H](\C=C/c1ccccc1)[C@H](C2)c1ccc(Cl)cc1,0.8538719643217619
CCC(=O)C1C2CCC(CC1c1ccc3ccccc3c1)N2C,0.8538719643217619
Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1,0.8239087409443188
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2C,0.6989700043360187
c1ccc(cc1)C(c1ccccc1)c1ccncc1,0.6989700043360187
CN1C2CCC1[C@@H](\C=C\Cl)[C@H](C2)c1ccc(Cl)cc1,0.6575773191777937
CN1C2CCC1[C@@H](\C=C/Cl)[C@H](C2)c1ccc(Cl)cc1,0.6575773191777937
COC(=O)C1C2CCC(CC1c1ccc(Br)cc1)N2C,0.5228787452803376
CN1C2CCC1[C@@H](\C=C/c1ccccc1)[C@H](C2)c1ccc(Cl)cc1,0.5086383061657274
CN1C2CCC1[C@@H](\C=C\c1ccccc1)[C@H](C2)c1ccc(Cl)cc1,0.5086383061657274
Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1cccc(F)c1,0.44369749923271273
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(I)cc1)C(=O)N1CCCC1,0.431798275933005
CC(C)OC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,0.3979400086720376
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C\C=C\CF,0.3979400086720376
O[C@H](CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)Cc1ccccc1,0.3979400086720376
CN[C@H]1C[C@@H](c2ccccc12)c1ccc(Cl)c(Cl)c1,0.38721614328026455
CN1C2CCC1[C@@H](\C=C\Cl)[C@H](C2)c1ccc(Cl)cc1,0.37675070960209955
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,0.37675070960209955
C(CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1,0.37675070960209955
Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1,0.36653154442041347
Fc1ccc(cc1)C(OCCC1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,0.3467874862246563
COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,0.3187587626244128
COC(=O)C1C2CCC(CN2C)C[C@@H]1c1ccc(I)cc1,0.3187587626244128
COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,0.3187587626244128
CNCCCN1c2ccccc2CCc2ccccc12,0.3098039199714863
Fc1ccc(cc1)C(OCCC1CCN(C[C@@H]2C[C@H]2c2ccccc2)CC1)c1ccc(F)cc1,0.3010299956639812
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C\C=C\CF,0.3010299956639812
COC(=O)C1C2CCC(CC1c1ccc(Br)cc1)N2,0.28399665636520083
CN1C2CCC1C(C(C2)c1ccc(I)cc1)C(=O)OCCOS(=O)(=O)c1ccccc1,0.28399665636520083
FCCOC(=O)C1C2CCC(CC1c1ccc(Br)cc1)N2,0.24412514432750865
CN1C2CCC1[C@H](C(C2)c1ccc(Cl)cc1)c1nc(no1)-c1ccccc1,0.22914798835785583
CN1C2CCC1[C@@H](C=C)[C@H](C2)c1ccc(Cl)cc1,0.22914798835785583
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C\C=C\CF,0.2218487496163564
Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1,0.20760831050174613
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c1ccc(Cl)cc1)N2,0.20760831050174613
COC(=O)C1C2CCC(CC1c1ccc(I)cc1)N2,0.1938200260161128
COC(=O)C1C2CCC(CC1c1ccc(I)cc1)N2,0.1938200260161128
CCC(=O)C1C2CCC(CC1c1ccc3ccccc3c1)N2C,0.18708664335714442
CN1C2CCC1[C@@H](\C=C\c1ccccc1)[C@H](C2)c1ccc(Cl)cc1,0.1804560644581313
COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)N2C\C=C\I,0.16115090926274472
